make,model,year,engine_size,mileage,fuel_type,transmission,price,source
Volkswagen,Tiguan,2011.0,2.0,14800.0,Diesel,Automatic,12399.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,62572.0,Diesel,Manual,12000.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,2673.0,Diesel,Manual,29490.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,20784.0,Diesel,Manual,15800.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,102000.0,Diesel,Manual,6995.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,2709.0,Diesel,Automatic,27299.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,80129.0,Diesel,Automatic,9237.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,69987.0,Diesel,Manual,7880.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,47000.0,Diesel,Manual,11250.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,60000.0,Diesel,Manual,11490.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,75000.0,Diesel,Manual,5990.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,33789.0,Diesel,Manual,12800.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,124750.0,Diesel,Automatic,5800.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,89843.0,Diesel,Manual,8750.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,68714.0,Diesel,Manual,10750.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,40873.0,Diesel,Manual,11000.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,43756.0,Diesel,Manual,12795.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,96895.0,Diesel,Manual,7107.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,127000.0,Diesel,Manual,6500.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,94417.0,Diesel,Automatic,7495.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,95000.0,Diesel,Manual,6490.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,69956.0,Diesel,Automatic,10994.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,108424.0,Diesel,Manual,8495.0,dvm_car
Volkswagen,Tiguan,2017.0,2.0,19219.0,Diesel,Manual,20991.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,105338.0,Diesel,Manual,6995.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,34256.0,Diesel,Automatic,15990.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,100200.0,Diesel,Manual,6700.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,68303.0,Diesel,Manual,9995.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,41223.0,Diesel,Manual,12000.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,29000.0,Diesel,Automatic,15995.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,82178.0,Diesel,Manual,8995.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,9000.0,Diesel,Automatic,30990.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,70500.0,Diesel,Manual,7900.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,114000.0,Diesel,Manual,7495.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,27352.0,Diesel,Manual,12600.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,81000.0,Diesel,Manual,8950.0,dvm_car
Volkswagen,Tiguan,2018.0,1.4,3000.0,Petrol,Manual,21495.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,63000.0,Diesel,Manual,9190.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,26687.0,Diesel,Automatic,16000.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,5000.0,Diesel,Automatic,29499.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,97489.0,Diesel,Manual,9631.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,120000.0,Diesel,Manual,5495.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,42092.0,Diesel,Manual,11399.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,98546.0,Diesel,Manual,9775.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,118847.0,Diesel,Manual,4950.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,71112.0,Diesel,Manual,8251.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,110000.0,Diesel,Automatic,5870.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,53698.0,Diesel,Manual,16544.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,74843.0,Diesel,Manual,8500.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,71581.0,Diesel,Automatic,10775.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,79990.0,Diesel,Manual,9995.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,39764.0,Diesel,Manual,13000.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,92553.0,Diesel,Automatic,8990.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,103000.0,Diesel,Manual,5495.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,5840.0,Petrol,Automatic,29280.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,77000.0,Diesel,Manual,8250.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,53553.0,Diesel,Manual,8950.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,80560.0,Diesel,Manual,9995.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,73413.0,Diesel,Automatic,10680.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,183000.0,Diesel,Manual,4495.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,140000.0,Diesel,Manual,4999.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,59413.0,Diesel,Manual,11850.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,67000.0,Diesel,Automatic,8000.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,146000.0,Diesel,Manual,3995.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,8167.0,Petrol,Automatic,30990.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,55000.0,Diesel,Manual,9399.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,85376.0,Diesel,Automatic,8990.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,22000.0,Diesel,Manual,13750.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,42016.0,Diesel,Manual,10980.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,94000.0,Diesel,Manual,8450.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,71043.0,Diesel,Automatic,7989.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,75522.0,Diesel,Manual,9450.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,94000.0,Diesel,Automatic,9350.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,102000.0,Diesel,Manual,4990.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,53201.0,Diesel,Manual,11500.0,dvm_car
Volkswagen,Tiguan,2017.0,2.0,5198.0,Diesel,Manual,20599.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,98000.0,Diesel,Manual,4995.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,30000.0,Diesel,Automatic,18489.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,42639.0,Diesel,Manual,10000.0,dvm_car
Volkswagen,Tiguan,2017.0,2.0,7824.0,Petrol,Automatic,28990.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,50000.0,Diesel,Manual,9995.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,120000.0,Diesel,Automatic,6850.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,51026.0,Diesel,Manual,10498.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,120000.0,Diesel,Manual,4700.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,33342.0,Diesel,Manual,14400.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,94500.0,Diesel,Manual,9995.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,128000.0,Diesel,Manual,4500.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,21287.0,Diesel,Automatic,14990.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,47000.0,Diesel,Manual,10495.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,90000.0,Diesel,Manual,5995.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,17016.0,Diesel,Manual,16500.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,123000.0,Diesel,Manual,5495.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,40000.0,Diesel,Manual,12490.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,86000.0,Diesel,Manual,7495.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,103000.0,Diesel,Automatic,7891.0,dvm_car
Volkswagen,Tiguan,2018.0,1.4,3694.0,Petrol,Manual,21950.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,92200.0,Diesel,Automatic,9979.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,68000.0,Diesel,Manual,8990.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,6056.0,Diesel,Automatic,23499.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,39740.0,Diesel,Automatic,13990.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,100000.0,Diesel,Manual,7500.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,34954.0,Diesel,Automatic,12299.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,114000.0,Diesel,Manual,5495.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,70119.0,Diesel,Manual,8998.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,65600.0,Diesel,Automatic,9995.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,39771.0,Diesel,Manual,10990.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,28708.0,Diesel,Manual,13500.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,653.0,Diesel,Automatic,25980.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,84341.0,Diesel,Manual,7785.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,143540.0,Diesel,Manual,7000.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,34784.0,Diesel,Manual,10890.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,62620.0,Diesel,Manual,8950.0,dvm_car
Volkswagen,Tiguan,2010.0,1.4,34108.0,Petrol,Manual,9490.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,74000.0,Diesel,Manual,9975.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,3921.0,Diesel,Automatic,27000.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,45000.0,Diesel,Manual,10995.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,43000.0,Diesel,Manual,11100.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,34000.0,Diesel,Manual,11950.0,dvm_car
Volkswagen,Tiguan,2017.0,2.0,13058.0,Diesel,Manual,24455.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,72000.0,Diesel,Manual,8000.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,47848.0,Diesel,Manual,9989.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,56000.0,Petrol,Automatic,9485.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,40966.0,Diesel,Manual,12300.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,82425.0,Diesel,Manual,10954.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,17355.0,Diesel,Automatic,15359.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,100000.0,Diesel,Automatic,8250.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,78000.0,Diesel,Manual,6500.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,22096.0,Diesel,Manual,13800.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,99000.0,Diesel,Manual,5295.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,50308.0,Diesel,Manual,13350.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,75654.0,Diesel,Manual,5995.0,dvm_car
Volkswagen,Tiguan,2017.0,2.0,5600.0,Diesel,Manual,21395.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,140000.0,Diesel,Manual,5299.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,30000.0,Diesel,Manual,10995.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,79000.0,Diesel,Manual,9000.0,dvm_car
Volkswagen,Tiguan,2017.0,2.0,17499.0,Diesel,Manual,19990.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,49073.0,Diesel,Manual,7595.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,4920.0,Diesel,Automatic,27781.0,dvm_car
Volkswagen,Tiguan,2018.0,1.4,5000.0,Petrol,Manual,22499.0,dvm_car
Volkswagen,Tiguan,2008.0,1.4,75948.0,Petrol,Manual,6999.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,94300.0,Diesel,Manual,6000.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,116000.0,Diesel,Manual,6450.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,76800.0,Diesel,Manual,7995.0,dvm_car
Volkswagen,Tiguan,2018.0,2.0,14.0,Diesel,Manual,25995.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,67013.0,Diesel,Manual,7950.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,110000.0,Diesel,Manual,4970.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,117000.0,Diesel,Manual,7000.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,64000.0,Diesel,Manual,8999.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,43199.0,Diesel,Manual,10799.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,52365.0,Diesel,Manual,12491.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,50422.0,Diesel,Manual,8995.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,155000.0,Diesel,Manual,8000.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,16047.0,Diesel,Manual,14500.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,106000.0,Diesel,Manual,5600.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,86467.0,Diesel,Automatic,9995.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,128000.0,Diesel,Manual,5490.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,55000.0,Diesel,Automatic,7650.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,67536.0,Diesel,Manual,9157.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,104426.0,Diesel,Manual,5975.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,18251.0,Diesel,Manual,15600.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,88000.0,Diesel,Manual,6495.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,27915.0,Diesel,Manual,21000.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,76000.0,Diesel,Manual,6995.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,80000.0,Diesel,Manual,8295.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,,Diesel,Manual,8994.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,61438.0,Diesel,Automatic,12000.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,48161.0,Diesel,Manual,12750.0,dvm_car
Volkswagen,Tiguan,2017.0,2.0,5172.0,Diesel,Manual,23990.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,53432.0,Petrol,Manual,10970.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,72132.0,Diesel,Manual,6800.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,45000.0,Diesel,Automatic,9975.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,68000.0,Diesel,Manual,11450.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,48000.0,Diesel,Automatic,11000.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,58000.0,Diesel,Automatic,10995.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,88000.0,Diesel,Manual,7695.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,108000.0,Diesel,Manual,4990.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,51629.0,Diesel,Manual,10995.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,95658.0,Diesel,Manual,8220.0,dvm_car
Volkswagen,Tiguan,2011.0,2.0,65000.0,Diesel,Manual,9990.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,117000.0,Diesel,Manual,8990.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,27000.0,Diesel,Automatic,9949.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,43390.0,Diesel,Automatic,15995.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,15731.0,Diesel,Manual,14599.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,78655.0,Diesel,Manual,6750.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,83000.0,Diesel,Manual,7999.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,32867.0,Diesel,Manual,14995.0,dvm_car
Volkswagen,Tiguan,2017.0,2.0,6022.0,Diesel,Automatic,22999.0,dvm_car
Volkswagen,Tiguan,2012.0,2.0,90000.0,Diesel,Manual,9950.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,53000.0,Diesel,Manual,12895.0,dvm_car
Volkswagen,Tiguan,2016.0,2.0,30200.0,Diesel,Manual,18500.0,dvm_car
Volkswagen,Tiguan,2014.0,2.0,41000.0,Diesel,Manual,12980.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,67669.0,Diesel,Automatic,6985.0,dvm_car
Volkswagen,Tiguan,2009.0,1.4,102433.0,Petrol,Manual,5295.0,dvm_car
Volkswagen,Tiguan,2009.0,2.0,93245.0,Diesel,Manual,5490.0,dvm_car
Volkswagen,Tiguan,2008.0,2.0,94442.0,Diesel,Manual,5700.0,dvm_car
Volkswagen,Tiguan,2015.0,2.0,34787.0,Diesel,Manual,12000.0,dvm_car
Volkswagen,Tiguan,2010.0,2.0,82188.0,Diesel,Automatic,8485.0,dvm_car
Volkswagen,Tiguan,2013.0,2.0,54000.0,Diesel,Manual,11500.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,11253.0,Diesel,Manual,23884.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,19934.0,Diesel,Automatic,24495.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,15157.0,Diesel,Automatic,22500.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,22840.0,Diesel,Automatic,26646.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,11500.0,Diesel,Automatic,29250.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,25532.0,Diesel,Manual,19999.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,25000.0,Diesel,Automatic,25995.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,9387.0,Petrol,Manual,20965.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,56600.0,Diesel,Automatic,24500.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,8700.0,Diesel,Automatic,30690.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,19597.0,Diesel,Automatic,21491.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,11548.0,Petrol,Automatic,24995.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,10907.0,Diesel,Automatic,24485.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,3000.0,Petrol,Automatic,24495.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,8610.0,Diesel,Automatic,22500.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,12333.0,Diesel,Automatic,23796.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,8181.0,Diesel,Automatic,25600.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,5473.0,Petrol,Automatic,23275.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,7735.0,Diesel,Manual,20995.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,12633.0,Diesel,Automatic,27950.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,39548.0,Diesel,Manual,18470.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,31000.0,Diesel,Manual,24350.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,18357.0,Diesel,Manual,21475.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,20896.0,Diesel,Manual,25499.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,33000.0,Diesel,Manual,14995.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,14730.0,Diesel,Automatic,23611.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,10283.0,Diesel,Automatic,28175.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,3522.0,Petrol,Automatic,29801.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,4069.0,Diesel,Automatic,25000.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,18000.0,Diesel,Automatic,28500.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,22106.0,Diesel,Automatic,27500.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,18141.0,Diesel,Manual,20950.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,34412.0,Diesel,Automatic,23990.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,24800.0,Diesel,Manual,19599.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,20719.0,Diesel,Manual,19990.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,19987.0,Petrol,Manual,19490.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,18000.0,Diesel,Automatic,27685.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,17946.0,Diesel,Automatic,16500.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,18704.0,Petrol,Automatic,29890.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,15161.0,Diesel,Manual,22001.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,15251.0,Diesel,Automatic,22490.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,16548.0,Diesel,Manual,20599.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,23000.0,Diesel,Manual,28990.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,9724.0,Diesel,Manual,22601.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,4980.0,Petrol,Automatic,23250.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,0.0,Petrol,Manual,26725.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,0.0,Petrol,Automatic,32555.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,14900.0,Diesel,Manual,29950.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,18998.0,Diesel,Manual,27999.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,9000.0,Diesel,Manual,26995.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,7000.0,Diesel,Manual,23000.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,13100.0,Diesel,Manual,27000.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,2565.0,Diesel,Automatic,25990.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,34204.0,Diesel,Manual,18495.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,32706.0,Diesel,Automatic,19495.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,35757.0,Diesel,Automatic,21191.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,10954.0,Diesel,Manual,23800.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,9000.0,Diesel,Automatic,25990.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,32997.0,Diesel,Automatic,19695.0,dvm_car
Volkswagen,Tiguan,2019.0,2.0,12305.0,Diesel,Automatic,22946.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,3105.0,Petrol,Automatic,23350.0,dvm_car
Volkswagen,Tiguan,2019.0,1.5,12101.0,Petrol,Manual,21220.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,1569.0,Diesel,Automatic,31999.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,3945.0,Diesel,Automatic,31000.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,729.0,Diesel,Automatic,30995.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,4999.0,Diesel,Automatic,32990.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,11.0,Diesel,Automatic,31500.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,5000.0,Diesel,Automatic,30990.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,1001.0,Diesel,Automatic,30499.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,10.0,Diesel,Automatic,28999.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,5000.0,Diesel,Automatic,29995.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,3500.0,Diesel,Automatic,27920.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,5000.0,Petrol,Automatic,36909.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,100.0,Diesel,Automatic,27899.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,99.0,Diesel,Automatic,30600.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,1000.0,Diesel,Automatic,31990.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,,,Diesel,Automatic,35750.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,5535.0,Diesel,Automatic,26999.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,2909.0,Diesel,Manual,29000.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,8000.0,Diesel,Automatic,29270.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,3854.0,Diesel,Automatic,30394.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,3476.0,Diesel,Manual,30770.0,dvm_car
Volkswagen,Tiguan Allspace,2017.0,2.0,3000.0,Diesel,Automatic,30999.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,3000.0,Diesel,Automatic,29999.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,5000.0,Diesel,Automatic,30799.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,5959.0,Diesel,Automatic,33490.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,6114.0,Diesel,Automatic,29500.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,1000.0,Diesel,Automatic,28990.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,2500.0,Diesel,Automatic,33989.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,247.0,Diesel,Automatic,29000.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,5000.0,Diesel,Manual,33490.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,50.0,Diesel,Manual,35000.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,586.0,Diesel,Automatic,35988.0,dvm_car
Volkswagen,Tiguan Allspace,2018.0,2.0,5000.0,Diesel,Automatic,31999.0,dvm_car
